full_text,translated,klasifikasi,prediksi,sentiment
inilah salah satu alasan negara memelihara kemiskinan masyarakat jakbar tanda tangan mendukung ruu tni sembako berarti bukan murni mendukung ada embelembel selamat lebaran eid mubarak selamat hari raya idul fitri thrnya minal m,This is one of the reasons for the state to maintain the poverty of the people of West Jakarta signature of supporting the TNI Sembako Bill means that it is not pure to support the Eid Mubarak Eid Happy Eid al -Fitr.,Positif,Positif,TextBlob analysis used
hai selamat hari idul fitri kalau mau ucapan lucu sedikit sindiran pedas begini deh selamat idul fitri semoga dosa terhapus korupsi pemerintah tni polri wah sepertik noda baju putih susah banget ilang ngomongngomong ruu tni,"Hi happy Eid al -Fitr if you want a little funny greeting, this spicy satire like this, happy Eid al -Fitr, hopefully the sin is erased the corruption",Positif,Positif,TextBlob analysis used
hai hai moots minal aidzin walfaidzin mohon maaf lahir batin yaa meskipun ga deket deket maafin ketikan ku mungkin menyinggung hati kalian yaa selamat hari raya idulfitri menerima thr thv hrv,"Hi Hai Moots Minal Aidzin Walfaidzin apologize physically and mentally even though it's not close to forgive me, I might offend your heart, happy Eid al -Fitr",Positif,Positif,TextBlob analysis used
kalau diajak naikin ht ruu tni enak sepertinya,"If invited to ride HT, the TNI Bill is delicious, it seems",Positif,Positif,TextBlob analysis used
allah kasian banget warga myanmar loh dikasih contoh nyata bakal jadi apa negara dikuasai rezim militer makanya matimatian nolak ruu tni,Allah is very sorry for Myanmar citizens given a concrete example will be what the state is controlled,Negatif,Negatif,TextBlob analysis used
kick off ruu tni,Kick Off TNI Bill,Netral,Netral,TextBlob analysis used
ucapan selamat hari idul fitri lucu jokes kejahatan kekerasan kebusukan korupsi pemerintahtnipolisi isu ruu tni polri,Congratulations on Eid al -Fitr Funny Jokes Jokes Crimes Violence Corruption Corruption,Positif,Positif,TextBlob analysis used
asal jangan segala anak emas ruu tni hasil service maksimalnya teddy prabowo,"as long as not all the golden children of the TNI Bill, the maximum service results are Teddy Prabowo",Positif,Positif,TextBlob analysis used
myanmar salah satu gambaran indonesia kalau ruu tni polri sahkan bisa chat harus berhatihati awasi pemerintah militer demokrasi di bungkam classamate ku bisa berkontak keluarganya tidak sembarang ngomong,"Myanmar is one of Indonesia's description if the Indonesian National Police Bill can be able to chat must be observed to monitor the Democratic military government in silence, my family can come into the family, not just talking",Positif,Positif,TextBlob analysis used
tolak ruu kejaksaan tolak uu tni,Reject the Prosecutor's Office Reject the TNI Law,Netral,Netral,TextBlob analysis used
siapapun berkenan buat ucapan selamat lebaran unsur tolak uu tni free palestine tolak ruu polri mau gue posting besok story huhu,"Anyone is pleased to congratulate the Eid element of the TNI Law FREE Palestine to Reject the National Police Bill, I want me to post tomorrow huhu story tomorrow",Positif,Positif,TextBlob analysis used
aku akuu semangat buat ya cantik,I am passionate for ya pretty,Positif,Positif,TextBlob analysis used
abis ngejelasin ruu tni orang tua alhamdulilah mak bapak gua kebuka matanya juga setuju kalo parjo rata rata cuma lulusan smpsama ga pantes buat kementerian,"After all, the parents of the parents are thankful that my dad's eyes are also agreeing if Parjo is flat just a graduate of SMPSAMA GA pantes for the ministry",Negatif,Negatif,TextBlob analysis used
sepertinya disahkannya uu tni meyusul ruu polri seluruh jajaran dirut amp komisaris bakal isi ke institusi tersebut dari dulu erlangga tdk pernah bicara kalau maunya,It seems that the ratification of the TNI Law Meyaksul the National Police Bill all levels of the Director of the AMP Commissioner will fill the institution from the past Erlangga never talked if he wanted,Negatif,Negatif,TextBlob analysis used
dukungan masyarakat ruu tni tampak terbagi mayoritas parlemen suara pemilu mendukung mencerminkan basis pemilih koalisi prabowo protes mahasiswa masyarakat sipil menunjukkan oposisi signifikan jajak pendapat terbaru angka,Community support of the TNI Bill appears to be divided into the majority of the election votes supporting reflecting the basis of the Prabowo coalition voters protesting civil society students showing significant opposition of the latest polls of numbers,Positif,Positif,TextBlob analysis used
ahirnya diliput aksi damai ruu tni mana juga diiringi pembagian sembako,"Finally, it was covered by a peaceful TNI Bill which was also accompanied by the distribution of groceries",Positif,Positif,TextBlob analysis used
sebenarnya planning after graduating mau pulang kerja indonesia lihat kondisi indonesia sekarang jadi ada minat kebayang kalau ruu tni polri sah kan classamate ku orang myanmar dengar bagaimana keluarganya menjalani hidup sana sangat miris,"Actually, the planning after graduate wants to go home from work Indonesia.",Positif,Positif,TextBlob analysis used
eid mubarak everyone free palestine cabut uu tni amp tolak ruu polri rezim habis mati,Eid Mubarak Everyone Free Palestine Lugs the TNI Law Amp Rejects the National Police Chief of the Regional Police,Positif,Positif,TextBlob analysis used
sangat aku bedanya aku peach pink,I am very different from me peach pink,Negatif,Negatif,TextBlob analysis used
udah lumrah sebelum ruu tni sahin biasanya pengusaha daerah pake tni polri kalo mau rebut tanah ptpngarapan di pake warga,"Already commonly before the TNI Sahin Bill, usually regional entrepreneurs use the Indonesian National Police if they want to take PTPNGNaPanan land in the use of residents",Negatif,Negatif,TextBlob analysis used
coba anti ruu tni ga buat kek gini jangan bisanya ngerusak bully berseberangan sajo,try anti -TNI Bill not to make this don't usually damage the bullying opposite the opposite,Negatif,Negatif,TextBlob analysis used
eid mubarak free palestine cabut uu tni amp tolak ruu polri,Eid Mubarak Free Palestine Cut the TNI Law Amp Reject the National Police Chief,Positif,Positif,TextBlob analysis used
ruu tni sebagai simbol kekuatan bangsa menjaga keamanan kedaulatan negara perdamaian,TNI Bill as a symbol of the nation's power to maintain the security of the Sovereignty of Peace State,Netral,Positif,TextBlob analysis used
ruu tni,TNI Bill,Netral,Netral,TextBlob analysis used
lah kapten dewtee,LAH CAPTEN Dewee,Netral,Netral,TextBlob analysis used
pantas gagal tingkat legislatif nerima opini rakyat beda aja gabisa soksokan mau jd perwakilan opini aja bolehkan,"worth a failure of the legislative level to receive a different people's opinions, it can't be soksokan, you want to be an opinion representative",Negatif,Negatif,TextBlob analysis used
jangan salahin rakyat khususnya menengah kebawah ambil sembako sini jelas jelas salahin pemerintah pake cara bajingan sepertik gini cuma buat ruu tni tau dapet dukungan makanya pake cara najis menjijikkan sepertik gini,"Don't blame the people, especially the middle to lower, take groceries here, obviously clearly blame the government using bastard methods like this, just for the TNI Bill, you can get support, so it uses disgusting unclean methods like this",Negatif,Negatif,TextBlob analysis used
ow bangetu baru tau ak trims bff,"Ow really, I just found out",Positif,Positif,TextBlob analysis used
eid mubarak free palestine and tolak ruu tni amp polri,Eid Mubarak Free Palestine and Reject the TNI AMP Polri Bill,Positif,Positif,TextBlob analysis used
wkwkwkwkkw diblok,wkwkwkwkkw blocked,Netral,Netral,TextBlob analysis used
jangankan ibuibu kemungkinan kampung tanya aja kemarin warga gelar aksi damai depan aeon paham gitu ruu tni kemarin isinya apa lagian orang mana yang demo depan aeon anjir mau makan sushi,Let alone the probably the probably the village just asked yesterday that the residents held a peaceful action in front of Aeon understood that the TNI Bill yesterday was what else was the demonstration in front of Aeon Anjir wanting to eat sushi,Positif,Positif,TextBlob analysis used
masyarakat miskin dipelihara negara emg nargetin masyarakat kecil mungkin kurang edukasi ruu tni sedih tp gmn,"The poor are maintained by the country to target small communities, it may be that the TNI Bill is lacking in the sad TNI Bill, but",Negatif,Negatif,TextBlob analysis used
allah hari kemenangan semoga palestine merdeka zionist mati ruu tni dibatalkan ruu polri dibatalkan prabowo gibran lengser polisi tni baik mereka mati tolak dwifungsi polri tni hancurkan rezim prabowo gibran mulyono mati,"Allah Victory Day May Palestine Merdeka Zionist Dead TNI Bill be canceled by the National Police Bill, canceled Prabowo Gibran, TNI Police, both they died, Dwifunction of the TNI Polri destroyed the Prabowo Gibran Mulyono regime to die",Negatif,Negatif,TextBlob analysis used
ngawur lu hyuga narato narasi hoax baca kronologinya ruu tni dari bulan julyagustus terus tunda sampaikan selesai pemilu pileg lanjutkan di rencanakan di jadwalkan,Ngawur Lu Hyuga Narato Narrative Hoax read the chronology of the TNI Bill from the month of Julyagustus.,Netral,Netral,TextBlob analysis used
anehhhhhh bin dongo lu kaga liat noh darii kemrn mahasiswa demo garaa revisi ruu tni jangn memberi ruang tni polri jelas melanggar hukum kepentingan sendiri mbulll batalinn tidakk lu ngebahas dihotel diem next ketok palu nama rakyt aneh,strangehhhhhh bin dongo you can see no from the Ministry of Student Demo student because the revision of the TNI Bill Jangn gave the TNI Police Room clearly violated the laws of their own interests Mbulll BATALINN did not discuss in the hotel.,Positif,Positif,TextBlob analysis used
coba tanya aja ama mahasiswamahasewa di pemerintahan prabowo terungkap sebegitu banyak koruptor kakap di demo bukannya ruu perampasan aset hukuman mati buat koruptor malah lebih mementingkan demo ruu tni sdh jelas dijelaskan pak mahfud md,"Just try asking the students in Prabowo's government, it was revealed that there were so many snapper corruptors in the demonstration instead of the Division of Defense and Death Assets for corruptors, even more concerned with the Demo of the TNI Bill, it was clearly explained by Mr. Mahfud MD",Positif,Positif,TextBlob analysis used
harusnya adil dipaparkan dulu apa uu tni ruu buru buru mau disahkan ke wargawarga minim informasi efeknya untungnya masyarakat ruginya itu baru disuruh memutuskan sendiri,"Fair should be explained first what the TNI Law Bill Buru Buru Want to be passed to the Wargawarga minimal information information, fortunately the loss community was just told to decide for themselves",Positif,Positif,TextBlob analysis used
ramein yuk mumpung masi anget masalah ruu tni jg,Ramein Yuk while still anget the TNI Bill Problem too,Netral,Netral,TextBlob analysis used
teringat betapa susah beratnya mengurus visa uk antri lama banget imigrasi london,Remembering how difficult it is hard to take care of the visa UK queued for a long time London immigration,Negatif,Negatif,TextBlob analysis used
takut banget tbtb kpop as their agenda buat persetujuan ruu tni,Very scared TBTB Kpop as their agenda for the approval of the TNI Bill,Positif,Positif,TextBlob analysis used
sikalauus ngatain ngancam fitnah seseorang seseorang tsb gk suka trus lagisg call out mau bawa jalur hukum hapus tweet minta maaf setengah hati rt tweet mengandung palestineruu tniviral tweet ulang ngatain ngancam fitnah seseorang,Sikalauus said to threaten the slander of someone who would not like to then lagisg call out wanting to bring the legal channels to delete the tweet apologize half -hearted RT Tweet contains Palestineruu tniviral tweet re -saying to threaten someone's slander,Positif,Positif,TextBlob analysis used
coba deh urus visa terus keluar negeri gt ngurus visa susah diminta gt udah susah sampai negara tujuan jalurnya dibedain sendiri ngantri panjang lama ditanyain macemmacem even malaysia passport indo ga langsung masuk ngantri panjang,"Try to take care of the visa and continue to go abroad, GT takes care of the visa, it's hard to be asked for GT, it's already difficult until the destination country is on its own long -standing long -standing long time, questioned by the events of the Malaysian Passport Indo event, not directly entering long queues",Negatif,Negatif,TextBlob analysis used
minal aidzin wal faidzin moots semwaa kalo apel salah maafkan yahhhh moots tolong lebih sering lewat di tl yahhhh semoga kalian menikmati hari kemenangan iniwalaupun g terlalu menang grgr ruu tni,"Minal Aidzin Wal Faidzin Moots Semwaa If the apple is wrong, forgive Yahhhh Moots, please pass more often at TL Yahhhh, hopefully you enjoy this day of victory even though I don't win too much GRGR TNI Bill",Positif,Positif,TextBlob analysis used
kuat menahan velocity bangsatnya ruu tni panjang umur halhal baik,Strong holding velocity of his bastard the TNI Bill Long Long Halhal Good,Positif,Positif,TextBlob analysis used
sepertiknya dipaksa dukung ruu tni,Like being forced to support the TNI Bill,Negatif,Netral,TextBlob analysis used
mohon maaf lahir batin gusy,apologize physically and spiritually gusy,Netral,Positif,TextBlob analysis used
bangkee fyp gw isinya pendukung ruu tni jelass lo semuaa,"Bangkee Fyp I contained supporters of the TNI Bill, all of you",Netral,Netral,TextBlob analysis used
pahala hangus garagara ruu tni im blaming them,Pahala Dismoral Garagara TNI Bill IM Blaming Them,Netral,Netral,TextBlob analysis used
also mohon maaf lahir batin to all my oomfs hope u have a pleasant holiday semua aku maafin kaum pendukung ruu tni tone deaf people sama wk hoyo,Also apologize physically and mentally to all my oomfs hope u have a pleasant holiday all I forgive the supporters,Positif,Positif,TextBlob analysis used
kompak banget yaa padahal mereka tau isi darii ruu tni,very compact even though they know the contents of the TNI Bill,Positif,Positif,TextBlob analysis used
satu tahapan baru kasus ruu tni demo penolakan mulai reda mobilisasi massa dukung kebijakan berbagai daerah propaganda khas orba seakanakan publik mendukung persebarannya cukup massif lihat tiktok di jawa sumatera kalimantan sulawesi,"One new stage of the TNI Bill Demo Bill, the rejection of the rejection began to subside the mass mobilization of the policies of various regional propaganda regions typical of the New Order as if the public supported its massive distribution to see tiktok in Java Sumatra Kalimantan Sulawesi",Positif,Positif,TextBlob analysis used
wkwkwk mau tanda tangan ada bingkisanntar bingkisan habis teriak cabut ruu tni dasar konoha,wkwkwk want to sign there is a gift of the gift of the gift after shouting the TNI Basic Bill Konoha,Netral,Netral,TextBlob analysis used
ujungujung e disuruh bawa spanduk mendukung ruu tni menyelidiki upaya sistematis ptidakalauangan opini scr paksa imingiming uang model begini,Ujungujung E was told to bring a banner to support the TNI Bill to investigate the systematic efforts of PT.,Netral,Netral,TextBlob analysis used
ternyata ternyata selalu bansos dibalik semua dukungan ada cabut uu tni tolak ruu kejaksaan,It turns out that always the social assistance behind all the support is to pull out the TNI Law Reject the Prosecutor's Office,Negatif,Negatif,TextBlob analysis used
kota kudus ketoke durung ono demo tolak ruu tni sing nganggo bentrok karo ormas setempat opo nganggo uncaluncalan bom molotov,Holy City seemed unmounted tour ruuu tni who wrote with the OmaS where did the bomb of the molotov,Netral,Netral,TextBlob analysis used
nunggu pemerintah batalin ruu tni sama menerapkan hukuman mati buat koruptor,waiting for the government to cancel the TNI Bill and apply the death penalty for corruptors,Netral,Netral,TextBlob analysis used
dibayar berapa kalian penyepong ruu tni kalian suatu akan merasakan kegelapan sama orde baru mereka mendukung kelahiran otoriter kegelapan orde baru,paid how many of you are the tni bill you will feel the darkness of the new order they support the birth of the authoritarian dark order,Positif,Positif,TextBlob analysis used
masalah nya pemerintah menetidakkan demokrasi tolak ruu kejaksaan cabut uu tni,the problem is that the government has the democracy to reject the Prosecutors' Prosecutor's Office of the TNI Law,Netral,Netral,TextBlob analysis used
ajg ni temen gw dukung ruu tni trus ngatain gw kurang literasi,"This friend, my friend supports the TNI Bill and then says I am less literacy",Negatif,Negatif,TextBlob analysis used
alhamdulillah gw sih mau childfree bye,"Alhamdulillah, I want Childfree bye",Netral,Netral,TextBlob analysis used
woyyy priiiit,woyyy priiiit,Netral,Netral,TextBlob analysis used
dikritisi mah elit tentara sama elit politik kalau prajurit mah juga kasihan coba temennya ditanya ruu tni bahas kesejahteraan prajurit menengah kebawah ga kalau sama aja ikut lah protes ngapain sempet merubah uu ga ikut dimasukin,"Criticized the army elite and the political elite if the mah soldiers also pity, try his friends asked by the TNI Bill to discuss the welfare of the middle to lower warriors if the same is the same as joining the protest.",Negatif,Negatif,TextBlob analysis used
apa ruu tni ruu tni rancangan undangundang memperbarui uu no tahun tni memungkinkan prajurit tni menduduki jabatan publik lembaga,What is the TNI Bill TNI Bill Draft Law on renewing Law No of the TNI Year Allows TNI soldiers to occupy public office institutions,Netral,Netral,TextBlob analysis used
jadi keinget ruu tni ni chapternya mircea karna dariagon slayer punya autoritas manapun main nyelonong tempat orang ga minta izin berita tadi pagi,"So I want the TNI Bill, Mircea's chapter, because DariAgon Slayer has any authority, playing where people don't ask for permission from the news this morning",Netral,Netral,TextBlob analysis used
apa sedang terjadi indonesia maret dpr mengesahkan ruu tni melalui perdebatan panjang ruu mencakup perubahan penting terkait struktur fungsi usia pensiun tni memicu reaksi berbagai pihak,what is the happening Indonesia March the DPR to endorse the TNI Bill through the long debate of the bill includes important changes related to the structure of the TNI retirement age function to trigger the reactions of various parties,Positif,Positif,TextBlob analysis used
batas militer sipil memudar demokrasi jadi taruhannya ruu tni membuka pintu militer berperan ranah sipil ini langkah mundur justru awal era baru,The Civil Military Border Faded Democracy so the stake of the TNI Bill opens the military door to play the role of the civilian domain,Negatif,Negatif,TextBlob analysis used
kmrn demo tolak ruu tni tp komen tiktok astagfirulloh memang sdm nya kalik,KMRN Demo Refuses TNI Bill but Tiktok Astagfirulloh Comments are indeed HR,Netral,Netral,TextBlob analysis used
dukung tambahan tuntutan demo ruu tni kesejahteraan prajurit level rendah,Support the additional demands of the Demo of the TNI Bill in the welfare of low -level soldiers,Netral,Netral,TextBlob analysis used
orang dekat aku surveyor kebetulan kemarin job kurang lebih kuisionernya sama singkat cerita ngobrol trus emang bener adanya responden dominan setuju ruu tni,close people I surveyed coincidence yesterday the job was more or less the questionnaire the same short story chat and then the dominant respondent agreed to the TNI Bill,Positif,Positif,TextBlob analysis used
udah lama ga pulkam tiba tiba dukung ruu tni,It's been a long time since I suddenly supported the TNI Bill,Negatif,Negatif,TextBlob analysis used
ruu tni disahkan maret perluas peran tni termasuk cyber defense amp jabatan sipil jadi kontroversi muncul soal supremasi sipil semua fraksi dpr setuju pendukung koalisi prabowogibran lebih disalahkan mayoritas amp latar belakang,"The TNI Bill is passed in March, expanding the role of the TNI including cyber defense amp civil office so the controversy arises about civilian supremacy all DPR factions agree that supporters of the Prabowogibran coalition are more blamed for the majority of the background",Positif,Positif,TextBlob analysis used
kalangan pendukung ruu tni kalangan diuntungkan langsung adanya ruu buzzer penjilat pemerintah udah dibelenggu kemiskinan kebodohan jadinya aja disuruh dukung yang ga ngerti asal dapet imbalan,The supporters of the TNI Bill the circle benefit directly the existence of the Government's Buzzer Bill the Government has been shackled poverty.,Positif,Positif,TextBlob analysis used
kompas tv media pemerintah mengalihkan isu ruu tni soal nya publik paling demen sama berita piblik figur selingkuh,KOMPAS TV Government Media diverted the issue of the TNI Bill about the most public with the news of Piblik Figur Cheating,Positif,Positif,TextBlob analysis used
dukung mahasiswa amp masyarakat kritis suarakan demokrasi tengah revisi uu tni amp ruu polri ditakutkan ancam kebebasan media indonesia hadapi pembatasan uu ite amp ancaman jurnalis hambat liputan aksi protes tunjukkan keresahan supremasi militer,"Supports AMP Society Students, Critical Society, Revise Democracy, Revised TNI Law AMP Polri Bill, it is feared to threaten the freedom of Media Indonesia to face restrictions on the ITE AMA Law threat of journalist inhibiting protest.",Netral,Netral,TextBlob analysis used
masa aksi dukung ruu tni mana perduli nasib sesamanya urusan perutnya seakan menuhankan bantuan penting makanan walo kenyang sesaat tak perdulikan masa depan,The time for the action of supporting the TNI Bill where caring about the fate of his fellow stomach affairs seemed to delete the important assistance of the food Walo was full for a moment,Positif,Positif,TextBlob analysis used
indonesia bakal sepertik myanmar kalo ruu tni berjalan,Indonesia will be like Myanmar if the TNI Bill runs,Netral,Netral,TextBlob analysis used
video tiktok ga ngesave tp lagi ngomongin dukung ruu tni ambil contohnya negara myanmar,Video Tiktok Ga Ngesave Tp again Ngomongin Support Bill Tni Take Examples Myanmar Country,Netral,Netral,TextBlob analysis used
lah udah trus nunjukin foto,it's already showed a photo,Netral,Netral,TextBlob analysis used
lah terus inisisasi ruu tni siapa kalo ato naik ga bakalan ruu tni chaos kek gini,"Lah continues to analyze the TNI Bill, who will be if or not going up, the TNI Chaos Bill will not",Netral,Netral,TextBlob analysis used
barusan lihat video di fyp tiktok warga direkam mendukung ruu tni kemungkinan dibayar dipaksa paksaan ormasparjoparcok mustahil secara sukarela membentangkan spanduk diarahkan ngomong direkam,"just saw the video on the tiktok fyp residents were recorded to support the TNI Bill, it is likely to be paid forced by the coercion of organizations that were impossible",Negatif,Negatif,TextBlob analysis used
mantap deh ruu tni jaga keseimbangan peran tni sesuai fungsi seharusnya,Great TNI Bill Maintain the Balance of the Role of the TNI In accordance with the function should be,Positif,Positif,TextBlob analysis used
let me guess ditawari bansosbingkisan syarat cuma menyatakan dukungan ruu tni,Let me guess was offered a social assistance requirement only expressed support for the TNI Bill,Positif,Positif,TextBlob analysis used
nah buat kaum sepuh cuma nurut aja iya iya aja karna gatau apa ruu tni kasi tau plis kisi jawaban buat nolaknya karna itu bener baca gatau aku ngasi tau cuma ke orang terdekat aja bisa masyarakat luas,I just obell the same time he just carna gatau what ruu here kasi kasi kasi kasi kisi blade rejectnya carna this bener read gatau gatau I ngasau to but to people placed aja can have a broad society,Positif,Positif,TextBlob analysis used
menyuarakan tolak ruu tni aja lantang ayo menolak dariws lebih lantang kak,"voicing to reject the TNI Bill, let's refuse from WS, it's more loud, sis",Positif,Positif,TextBlob analysis used
dukung bersama ruu tni memperkuat rasa cinta tanah air kebanggaan nasional,Support with the TNI Bill to strengthen the love of the national pride of the motherland,Positif,Positif,TextBlob analysis used
sumpah kaget makanya,I swear to be shocked,Negatif,Negatif,TextBlob analysis used
wkwkwk artist btcest kmrin gua omongin sm sirkel gua tidak jadi jajan ggr dia suka batcest akunnya kena serangan melon good riddance,wkwkwk artist btcest kmrin I talk about my circle not a snack that he likes to batcest his account is hit by a melon good riddance attack,Positif,Positif,TextBlob analysis used
rakyat siapa monyet,People who are monkeys,Netral,Netral,TextBlob analysis used
ihsg ruu tni ppn phk harga komoditas semua selesai,IHSG TNI Bill VAT PHK Commodity Prices All Completed,Netral,Netral,TextBlob analysis used
pendukung ruu tni,supporters of the TNI Bill,Netral,Netral,TextBlob analysis used
pgn banget ak deh meet up sama baniz sm,"really, I will meet up with baniz sm",Positif,Positif,TextBlob analysis used
gk niat,no intention,Netral,Netral,TextBlob analysis used
gua bacain ruu tni,I read the TNI Bill,Netral,Netral,TextBlob analysis used
merayakan kemenangan dibawah bayangbayang uu tni ruu polri,celebrate the victory under the shadow of the TNI Law on the National Police Chief,Netral,Netral,TextBlob analysis used
aku percoyo banget lek mendukung ruu tni,I really wobble to support the TNI Bill,Positif,Positif,TextBlob analysis used
rekap lini masa mendekati lebaran ruu tni mengecam ai generative imagevideo menghina argumen oknum alumni dkv its camp ambek parjo,Recap of Line Time Approaching the Eid TNI Bill condemned AI Generative Imagevideo insulting the argument of an alumni DKV ITS Camp Ambek Parjo alumni,Negatif,Negatif,TextBlob analysis used
hidup lu bukan cuma perut aja anjing,Life is not just a dog's stomach,Netral,Netral,TextBlob analysis used
sadar ga sih lu udah miskin bodo dibuat miskin,"You realize that you're already poor, Bodo is made poor",Negatif,Negatif,TextBlob analysis used
dzolim banget masyarakat bawah jadi korban bodo sampai mati ga gue maafkan orang mengesahkan ruu tni,"Dzolim is very dzolim to become a bodo victim to death, I don't forgive people to endorse the TNI Bill",Positif,Positif,TextBlob analysis used
minimalnya kalo unfollow gue sekalian remove followers ahhhh udah sukses jadinya ga kenal,at least if unfollow I all remove followers ahhhh already successful so I don't know,Positif,Positif,TextBlob analysis used
mimpi didatengin tan malaka weird,Dream of being accompanied by Tan Malaka Weird,Negatif,Negatif,TextBlob analysis used
menolak uu tni ruu polri semua kebijakan baru ngaco,Reject the TNI Law on the National Police Bill all new policies are awesome,Positif,Positif,TextBlob analysis used
asli min gw aslinya gatau isinya apa cmn slalu tau karenaa ruu tni tu kena bagian pendidikan jd ak speak up asbun wkekkekekekekekkeke dem sorry,Original Min I Originally Gatau What the Contents Cmn Always know because the TNI Bill was hit by the education part so I speak up asbun wkekkekekekekekeke dem Dem Sorry,Positif,Positif,TextBlob analysis used
kalian semua maafkan voters pendukung ruu tni juara koruptor indonesia,You all forgive the voters supporting the Indonesian TNI Bill Corruptor Champion,Positif,Positif,TextBlob analysis used
sbnrnya bagus ruu tni tp lah nya ribut sendiri,the SBNR is good for the TNI Bill but it is noisy,Positif,Positif,TextBlob analysis used
lah bener,That's right,Positif,Positif,TextBlob analysis used
sosialisasi ruu tni kampus ga diketok palu malih dah ngebut dariaft ga dirilis pake buzzer online offline kasian negeri ku,Socialization of the TNI Bill Campus is not knocked by Palu Malih Dah Speeding from the Waft Not Released Using Buzzer Online Offline Kasian Kuatu Country,Netral,Netral,TextBlob analysis used
prof mahfud md anggap revisi uu tni fair dukung bersama ruu tni,Prof. Mahfud MD Considering the revision of the TNI Fair Law to support together,Positif,Positif,TextBlob analysis used
dukung bersama ruu tni memperkuat rasa cinta tanah air kebanggaan nasional sebagai simbol kekuatan bangsa menjaga keamanan kedaulatan negara perdamaian,Supporting with the TNI Bill to strengthen the love of the homeland of national pride as a symbol of the nation's power to maintain the security of the sovereignty of the peace state,Positif,Positif,TextBlob analysis used
buat melek sadarkan gaduh ruu tni dibuat kepentingan elit jendarial jendarial yang membidik keuntungan dibalik,"For literacy, the TNI Bill is made to make the interests of the elite general",Positif,Positif,TextBlob analysis used
kalo gweh raya udah gue fasilitasi equipment amp akomodasi demo,If you have a Facilitation Equipment AMP DEMOCOME DEMO,Netral,Netral,TextBlob analysis used
mendukung ruu tni lucu cik kan udah jadi uu,"Supports the Funny TNI Bill, cik, it's already a law",Positif,Positif,TextBlob analysis used
melalui ruu tni memberikan dukungan penuh tni menjalankan tugas mereka dengan lebih baik profesional,through the TNI Bill provides full support for the TNI to carry out their duties better professionally,Positif,Positif,TextBlob analysis used
ruu tni langkah besar memastikan tni terus memiliki kemampuan terbaik menjalankan tugas sebagai penjaga perdamaian,The TNI Bill is a big step in ensuring that the TNI continues to have the best ability to carry out its duties as a peacekeeper,Positif,Positif,TextBlob analysis used
melalui ruu tni indonesia sesemakin memperkuat peran tni menjaga kedamaian baik dalam negeri maupun dunia internasional,"Through the Indonesian TNI Bill, it will only strengthen the role of the TNI to maintain peace both domestically and the international world",Netral,Positif,TextBlob analysis used
melalui ruu tni indonesia sesemakin yakin tni terus berperan aktif menjaga keamanan stabilitas negara,"Through the Indonesian TNI Bill, it is sure that the TNI continues to play an active role in maintaining the security of the country's stability",Positif,Positif,TextBlob analysis used
ruu tni indonesia sesemakin percaya tni tetap menjadi garda terdepan menjaga kedaulatan negara perdamaian dunia,The Indonesian TNI Bill is as much as believes that the TNI remains the frontline of maintaining the sovereignty of the world peace state,Positif,Positif,TextBlob analysis used
ruu tni indonesia memastikan tni selalu siap melindungi tanah air segala kekuatan profesionalisme dimilikinya,The Indonesian TNI Bill ensures that the TNI is always ready to protect the homeland of all its professionalism forces,Positif,Positif,TextBlob analysis used
ruu tni langkah penting memperkuat ketahanan nasional memberikan tni kekuatan menjalankan tugas,TNI Bill An important step in strengthening national resilience to provide the TNI forces to carry out their duties,Positif,Positif,TextBlob analysis used
ruu tni cara memperkuat pertahanan nasional tni menjalankan tugas dengan lebih maksimal menjaga kedamaian,TNI Bill How to Strengthen the National Defense of the TNI Carry out its duties more optimally to maintain peace,Positif,Positif,TextBlob analysis used
ruu tni indonesia memperkuat posisi strategisnya dunia internasional tni solid profesional menjaga perdamaian,The Indonesian TNI Bill strengthens the strategic position of the international world of the TNI Solid Professional to maintain peace,Positif,Positif,TextBlob analysis used
melalui ruu tni memberikan dukungan penuh tni menjalankan tugas mereka dalam menjaga kedamaian keamanan dunia,through the TNI Bill provides full support of the TNI to carry out their duties in maintaining world security peace,Positif,Positif,TextBlob analysis used
melalui ruu tni indonesia sesemakin yakin tni selalu siap menjaga keamanan keutuhan negara masa depan,"Through the Indonesian TNI Bill, the TNI is always ready to maintain the security of the integrity of the future country",Positif,Positif,TextBlob analysis used
ruu tni langkah strategis memastikan tni memiliki kapasitas terbaik menghadapi tantangan global sesemakin kompleks,The TNI Bill Strategic Step Ensures that the TNI has the best capacity to face global challenges as complex as,Positif,Positif,TextBlob analysis used
ruu tni memastikan tni tetap menjadi benteng utama menjaga perdamaian keamanan indonesia,The TNI Bill ensures that the TNI remains the main fortress of maintaining Indonesian security peace,Positif,Positif,TextBlob analysis used
melalui ruu tni indonesia sesemakin memperkuat posisi tni menjaga keamanan negara menghadapi segala ancaman,"Through the Indonesian TNI Bill, it will only strengthen the position of the TNI to maintain the security of the country to face all threats",Netral,Positif,TextBlob analysis used
ruu tni indonesia sesemakin memperkuat kapasitas pertahanan negara memastikan keamanan perdamaian tanah air,The Indonesian TNI Bill Sement will strengthen the country's defense capacity ensure the security of homeland peace,Netral,Positif,TextBlob analysis used
melalui ruu tni memberikan dukungan penuh tni mereka terus menjaga perdamaian stabilitas negara,"Through the TNI Bill, they provide full support for the TNI, they continue to maintain the country's stability peace",Positif,Positif,TextBlob analysis used
