full_text,username,created_at,tokenized,stemmed,translated,klasifikasi,skor_polaritas
masyarakat miskin dipelihara negara emg nargetin masyarakat kecil mungkin kurang edukasi ruu tni sedih tp gmn,stardusthou,Sun Mar 30 12:36:25 +0000 2025,"['masyarakat', 'miskin', 'dipelihara', 'negara', 'emg', 'nargetin', 'masyarakat', 'kecil', 'mungkin', 'kurang', 'edukasi', 'ruu', 'tni', 'sedih', 'tp', 'gmn']",masyarakat miskin pelihara negara emg nargetin masyarakat kecil mungkin kurang edukasi ruu tni sedih tp gmn,"The poor are maintained by the country to target small communities, it may be that the TNI Bill is lacking in the sad TNI Bill, but",Negatif,-0.3833333333333333
allah hari kemenangan semoga palestine merdeka zionist mati ruu tni dibatalkan ruu polri dibatalkan prabowo gibran lengser polisi tni baik mereka mati tolak dwifungsi polri tni hancurkan rezim prabowo gibran mulyono mati,shuocan,Sun Mar 30 12:33:04 +0000 2025,"['allah', 'hari', 'kemenangan', 'semoga', 'palestine', 'merdeka', 'zionist', 'mati', 'ruu', 'tni', 'dibatalkan', 'ruu', 'polri', 'dibatalkan', 'prabowo', 'gibran', 'lengser', 'polisi', 'tni', 'baik', 'mereka', 'mati', 'tolak', 'dwifungsi', 'polri', 'tni', 'hancurkan', 'rezim', 'prabowo', 'gibran', 'mulyono', 'mati']",allah hari menang moga palestine merdeka zionist mati ruu tni batal ruu polri batal prabowo gibran lengser polisi tni baik mereka mati tolak dwifungsi polri tni hancur rezim prabowo gibran mulyono mati,"Allah Victory Day May Palestine Merdeka Zionist Dead TNI Bill be canceled by the National Police Bill, canceled Prabowo Gibran, TNI Police, both they died, Dwifunction of the TNI Polri destroyed the Prabowo Gibran Mulyono regime to die",Negatif,-0.2
ngawur lu hyuga narato narasi hoax baca kronologinya ruu tni dari bulan julyagustus terus tunda sampaikan selesai pemilu pileg lanjutkan di rencanakan di jadwalkan,aasikinn27,Sun Mar 30 12:32:18 +0000 2025,"['ngawur', 'lu', 'hyuga', 'narato', 'narasi', 'hoax', 'baca', 'kronologinya', 'ruu', 'tni', 'dari', 'bulan', 'julyagustus', 'terus', 'tunda', 'sampaikan', 'selesai', 'pemilu', 'pileg', 'lanjutkan', 'di', 'rencanakan', 'di', 'jadwalkan']",ngawur lu hyuga narato narasi hoax baca kronologi ruu tni dari bulan julyagustus terus tunda sampai selesai milu pileg lanjut di rencana di jadwal,Ngawur Lu Hyuga Narato Narrative Hoax read the chronology of the TNI Bill from the month of Julyagustus.,Netral,0.0
anehhhhhh bin dongo lu kaga liat noh darii kemrn mahasiswa demo garaa revisi ruu tni jangn memberi ruang tni polri jelas melanggar hukum kepentingan sendiri mbulll batalinn tidakk lu ngebahas dihotel diem next ketok palu nama rakyt aneh,Asfebaa,Sun Mar 30 12:31:29 +0000 2025,"['anehhhhhh', 'bin', 'dongo', 'lu', 'kaga', 'liat', 'noh', 'darii', 'kemrn', 'mahasiswa', 'demo', 'garaa', 'revisi', 'ruu', 'tni', 'jangn', 'memberi', 'ruang', 'tni', 'polri', 'jelas', 'melanggar', 'hukum', 'kepentingan', 'sendiri', 'mbulll', 'batalinn', 'tidakk', 'lu', 'ngebahas', 'dihotel', 'diem', 'next', 'ketok', 'palu', 'nama', 'rakyt', 'aneh']",anehhhhhh bin dongo lu kaga liat noh dari kemrn mahasiswa demo garaa revisi ruu tni jangn beri ruang tni polri jelas langgar hukum penting sendiri mbulll batalinn tidakk lu ngebahas hotel diem next ketok palu nama rakyt aneh,strangehhhhhh bin dongo you can see no from the Ministry of Student Demo student because the revision of the TNI Bill Jangn gave the TNI Police Room clearly violated the laws of their own interests Mbulll BATALINN did not discuss in the hotel.,Positif,0.35
coba tanya aja ama mahasiswamahasewa di pemerintahan prabowo terungkap sebegitu banyak koruptor kakap di demo bukannya ruu perampasan aset hukuman mati buat koruptor malah lebih mementingkan demo ruu tni sdh jelas dijelaskan pak mahfud md,Kurt84794464,Sun Mar 30 12:29:45 +0000 2025,"['coba', 'tanya', 'aja', 'ama', 'mahasiswamahasewa', 'di', 'pemerintahan', 'prabowo', 'terungkap', 'sebegitu', 'banyak', 'koruptor', 'kakap', 'di', 'demo', 'bukannya', 'ruu', 'perampasan', 'aset', 'hukuman', 'mati', 'buat', 'koruptor', 'malah', 'lebih', 'mementingkan', 'demo', 'ruu', 'tni', 'sdh', 'jelas', 'dijelaskan', 'pak', 'mahfud', 'md']",coba tanya aja ama mahasiswamahasewa di perintah prabowo ungkap begitu banyak koruptor kakap di demo bukan ruu ampas aset hukum mati buat koruptor malah lebih penting demo ruu tni sdh jelas jelas pak mahfud md,"Just try asking the students in Prabowo's government, it was revealed that there were so many snapper corruptors in the demonstration instead of the Division of Defense and Death Assets for corruptors, even more concerned with the Demo of the TNI Bill, it was clearly explained by Mr. Mahfud MD",Positif,0.3666666666666667
harusnya adil dipaparkan dulu apa uu tni ruu buru buru mau disahkan ke wargawarga minim informasi efeknya untungnya masyarakat ruginya itu baru disuruh memutuskan sendiri,bbbaked,Sun Mar 30 12:29:14 +0000 2025,"['harusnya', 'adil', 'dipaparkan', 'dulu', 'apa', 'uu', 'tni', 'ruu', 'buru', 'buru', 'mau', 'disahkan', 'ke', 'wargawarga', 'minim', 'informasi', 'efeknya', 'untungnya', 'masyarakat', 'ruginya', 'itu', 'baru', 'disuruh', 'memutuskan', 'sendiri']",harus adil papar dulu apa uu tni ruu buru buru mau sah ke wargawarga minim informasi efek untung masyarakat rugi itu baru suruh putus sendiri,"Fair should be explained first what the TNI Law Bill Buru Buru Want to be passed to the Wargawarga minimal information information, fortunately the loss community was just told to decide for themselves",Positif,0.3125
ramein yuk mumpung masi anget masalah ruu tni jg,goldfinch303,Sun Mar 30 12:28:49 +0000 2025,"['ramein', 'yuk', 'mumpung', 'masi', 'anget', 'masalah', 'ruu', 'tni', 'jg']",ramein yuk mumpung mas anget masalah ruu tni jg,Ramein Yuk while still anget the TNI Bill Problem too,Netral,0.0
teringat betapa susah beratnya mengurus visa uk antri lama banget imigrasi london,vevelynnnn,Sun Mar 30 12:28:34 +0000 2025,"['teringat', 'betapa', 'susah', 'beratnya', 'mengurus', 'visa', 'uk', 'antri', 'lama', 'banget', 'imigrasi', 'london']",ingat betapa susah berat urus visa uk antri lama banget imigrasi london,Remembering how difficult it is hard to take care of the visa UK queued for a long time London immigration,Negatif,-0.2805555555555556
takut banget tbtb kpop as their agenda buat persetujuan ruu tni,idubilucheol,Sun Mar 30 12:28:21 +0000 2025,"['takut', 'banget', 'tbtb', 'kpop', 'as', 'their', 'agenda', 'buat', 'persetujuan', 'ruu', 'tni']",takut banget tbtb kpop as their agenda buat tuju ruu tni,Very scared TBTB Kpop as their agenda for the approval of the TNI Bill,Positif,0.2
sikalauus ngatain ngancam fitnah seseorang seseorang tsb gk suka trus lagisg call out mau bawa jalur hukum hapus tweet minta maaf setengah hati rt tweet mengandung palestineruu tniviral tweet ulang ngatain ngancam fitnah seseorang,AaronDVankov,Sun Mar 30 12:25:32 +0000 2025,"['sikalauus', 'ngatain', 'ngancam', 'fitnah', 'seseorang', 'seseorang', 'tsb', 'gk', 'suka', 'trus', 'lagisg', 'call', 'out', 'mau', 'bawa', 'jalur', 'hukum', 'hapus', 'tweet', 'minta', 'maaf', 'setengah', 'hati', 'rt', 'tweet', 'mengandung', 'palestineruu', 'tniviral', 'tweet', 'ulang', 'ngatain', 'ngancam', 'fitnah', 'seseorang']",sikalauus ngatain ngancam fitnah orang orang tsb gk suka trus lagisg call out mau bawa jalur hukum hapus tweet minta maaf tengah hati rt tweet kandung palestineruu tniviral tweet ulang ngatain ngancam fitnah orang,Sikalauus said to threaten the slander of someone who would not like to then lagisg call out wanting to bring the legal channels to delete the tweet apologize half -hearted RT Tweet contains Palestineruu tniviral tweet re -saying to threaten someone's slander,Positif,0.016666666666666677
coba deh urus visa terus keluar negeri gt ngurus visa susah diminta gt udah susah sampai negara tujuan jalurnya dibedain sendiri ngantri panjang lama ditanyain macemmacem even malaysia passport indo ga langsung masuk ngantri panjang,vevelynnnn,Sun Mar 30 12:24:58 +0000 2025,"['coba', 'deh', 'urus', 'visa', 'terus', 'keluar', 'negeri', 'gt', 'ngurus', 'visa', 'susah', 'diminta', 'gt', 'udah', 'susah', 'sampai', 'negara', 'tujuan', 'jalurnya', 'dibedain', 'sendiri', 'ngantri', 'panjang', 'lama', 'ditanyain', 'macemmacem', 'even', 'malaysia', 'passport', 'indo', 'ga', 'langsung', 'masuk', 'ngantri', 'panjang']",coba deh urus visa terus keluar negeri gt ngurus visa susah minta gt udah susah sampai negara tuju jalur dibedain sendiri ngantri panjang lama ditanyain macemmacem even malaysia passport indo ga langsung masuk ngantri panjang,"Try to take care of the visa and continue to go abroad, GT takes care of the visa, it's hard to be asked for GT, it's already difficult until the destination country is on its own long -standing long -standing long time, questioned by the events of the Malaysian Passport Indo event, not directly entering long queues",Negatif,-0.05520833333333334
minal aidzin wal faidzin moots semwaa kalo apel salah maafkan yahhhh moots tolong lebih sering lewat di tl yahhhh semoga kalian menikmati hari kemenangan iniwalaupun g terlalu menang grgr ruu tni,kinich4u,Sun Mar 30 12:24:02 +0000 2025,"['minal', 'aidzin', 'wal', 'faidzin', 'moots', 'semwaa', 'kalo', 'apel', 'salah', 'maafkan', 'yahhhh', 'moots', 'tolong', 'lebih', 'sering', 'lewat', 'di', 'tl', 'yahhhh', 'semoga', 'kalian', 'menikmati', 'hari', 'kemenangan', 'iniwalaupun', 'g', 'terlalu', 'menang', 'grgr', 'ruu', 'tni']",mal aidzin wal faidzin moots semwaa kalo apel salah maaf yahhhh moots tolong lebih sering lewat di tl yahhhh moga kalian nikmat hari menang iniwalaupun g terlalu menang grgr ruu tni,"Minal Aidzin Wal Faidzin Moots Semwaa If the apple is wrong, forgive Yahhhh Moots, please pass more often at TL Yahhhh, hopefully you enjoy this day of victory even though I don't win too much GRGR TNI Bill",Positif,0.28
kuat menahan velocity bangsatnya ruu tni panjang umur halhal baik,Akbarizzn,Sun Mar 30 12:23:34 +0000 2025,"['kuat', 'menahan', 'velocity', 'bangsatnya', 'ruu', 'tni', 'panjang', 'umur', 'halhal', 'baik']",kuat tahan velocity bangsat ruu tni panjang umur halhal baik,Strong holding velocity of his bastard the TNI Bill Long Long Halhal Good,Positif,0.2583333333333333
sepertiknya dipaksa dukung ruu tni,azrael_d_p,Sun Mar 30 12:22:34 +0000 2025,"['sepertiknya', 'dipaksa', 'dukung', 'ruu', 'tni']",tik paksa dukung ruu tni,Like being forced to support the TNI Bill,Negatif,-0.30000000000000004
mohon maaf lahir batin gusy,zahrapepesikan,Sun Mar 30 12:22:02 +0000 2025,"['mohon', 'maaf', 'lahir', 'batin', 'gusy']",mohon maaf lahir batin gusy,apologize physically and spiritually gusy,Netral,0.0
bangkee fyp gw isinya pendukung ruu tni jelass lo semuaa,folipsin,Sun Mar 30 12:19:07 +0000 2025,"['bangkee', 'fyp', 'gw', 'isinya', 'pendukung', 'ruu', 'tni', 'jelass', 'lo', 'semuaa']",bangkee fyp gw isi dukung ruu tni jelass lo semuaa,"Bangkee Fyp I contained supporters of the TNI Bill, all of you",Netral,0.0
pahala hangus garagara ruu tni im blaming them,rinsodeterjen_,Sun Mar 30 12:18:12 +0000 2025,"['pahala', 'hangus', 'garagara', 'ruu', 'tni', 'im', 'blaming', 'them']",pahala hangus garagara ruu tni im blaming them,Pahala Dismoral Garagara TNI Bill IM Blaming Them,Netral,0.0
also mohon maaf lahir batin to all my oomfs hope u have a pleasant holiday semua aku maafin kaum pendukung ruu tni tone deaf people sama wk hoyo,courteliv,Sun Mar 30 12:17:28 +0000 2025,"['also', 'mohon', 'maaf', 'lahir', 'batin', 'to', 'all', 'my', 'oomfs', 'hope', 'u', 'have', 'a', 'pleasant', 'holiday', 'semua', 'aku', 'maafin', 'kaum', 'pendukung', 'ruu', 'tni', 'tone', 'deaf', 'people', 'sama', 'wk', 'hoyo']",also mohon maaf lahir batin to all my oomfs hope u have a pleasant holiday semua aku maafin kaum dukung ruu tni tone deaf people sama wk hoyo,Also apologize physically and mentally to all my oomfs hope u have a pleasant holiday all I forgive the supporters,Positif,0.2111111111111111
kompak banget yaa padahal mereka tau isi darii ruu tni,nialubis_,Sun Mar 30 12:16:13 +0000 2025,"['kompak', 'banget', 'yaa', 'padahal', 'mereka', 'tau', 'isi', 'darii', 'ruu', 'tni']",kompak banget yaa padahal mereka tau isi dari ruu tni,very compact even though they know the contents of the TNI Bill,Positif,0.2
satu tahapan baru kasus ruu tni demo penolakan mulai reda mobilisasi massa dukung kebijakan berbagai daerah propaganda khas orba seakanakan publik mendukung persebarannya cukup massif lihat tiktok di jawa sumatera kalimantan sulawesi,yusabdul,Sun Mar 30 12:15:59 +0000 2025,"['satu', 'tahapan', 'baru', 'kasus', 'ruu', 'tni', 'demo', 'penolakan', 'mulai', 'reda', 'mobilisasi', 'massa', 'dukung', 'kebijakan', 'berbagai', 'daerah', 'propaganda', 'khas', 'orba', 'seakanakan', 'publik', 'mendukung', 'persebarannya', 'cukup', 'massif', 'lihat', 'tiktok', 'di', 'jawa', 'sumatera', 'kalimantan', 'sulawesi']",satu tahap baru kasus ruu tni demo tolak mulai reda mobilisasi massa dukung bijak bagai daerah propaganda khas orba seakanakan publik dukung sebar cukup massif lihat tiktok di jawa sumatera kalimantan sulawesi,"One new stage of the TNI Bill Demo Bill, the rejection of the rejection began to subside the mass mobilization of the policies of various regional propaganda regions typical of the New Order as if the public supported its massive distribution to see tiktok in Java Sumatra Kalimantan Sulawesi",Positif,0.0008658008658008634
wkwkwk mau tanda tangan ada bingkisanntar bingkisan habis teriak cabut ruu tni dasar konoha,Slamet_wiyono88,Sun Mar 30 12:15:58 +0000 2025,"['wkwkwk', 'mau', 'tanda', 'tangan', 'ada', 'bingkisanntar', 'bingkisan', 'habis', 'teriak', 'cabut', 'ruu', 'tni', 'dasar', 'konoha']",wkwkwk mau tanda tangan ada bingkisanntar bingkis habis teriak cabut ruu tni dasar konoha,wkwkwk want to sign there is a gift of the gift of the gift after shouting the TNI Basic Bill Konoha,Netral,0.0
ujungujung e disuruh bawa spanduk mendukung ruu tni menyelidiki upaya sistematis ptidakalauangan opini scr paksa imingiming uang model begini,icukprayogi,Sun Mar 30 12:15:47 +0000 2025,"['ujungujung', 'e', 'disuruh', 'bawa', 'spanduk', 'mendukung', 'ruu', 'tni', 'menyelidiki', 'upaya', 'sistematis', 'ptidakalauangan', 'opini', 'scr', 'paksa', 'imingiming', 'uang', 'model', 'begini']",ujungujung e suruh bawa spanduk dukung ruu tni selidik upaya sistematis ptidakalauangan opini scr paksa imingiming uang model begini,Ujungujung E was told to bring a banner to support the TNI Bill to investigate the systematic efforts of PT.,Netral,0.0
ternyata ternyata selalu bansos dibalik semua dukungan ada cabut uu tni tolak ruu kejaksaan,TeweL0101,Sun Mar 30 12:15:44 +0000 2025,"['ternyata', 'ternyata', 'selalu', 'bansos', 'dibalik', 'semua', 'dukungan', 'ada', 'cabut', 'uu', 'tni', 'tolak', 'ruu', 'kejaksaan']",nyata nyata selalu bansos balik semua dukung ada cabut uu tni tolak ruu jaksa,It turns out that always the social assistance behind all the support is to pull out the TNI Law Reject the Prosecutor's Office,Negatif,-0.18333333333333335
kota kudus ketoke durung ono demo tolak ruu tni sing nganggo bentrok karo ormas setempat opo nganggo uncaluncalan bom molotov,guntur_skacore,Sun Mar 30 12:14:56 +0000 2025,"['kota', 'kudus', 'ketoke', 'durung', 'ono', 'demo', 'tolak', 'ruu', 'tni', 'sing', 'nganggo', 'bentrok', 'karo', 'ormas', 'setempat', 'opo', 'nganggo', 'uncaluncalan', 'bom', 'molotov']",kota kudus toke durung ono demo tolak ruu tni sing nganggo bentrok karo ormas tempat opo nganggo uncaluncalan bom molotov,Holy City seemed unmounted tour ruuu tni who wrote with the OmaS where did the bomb of the molotov,Netral,0.0
nunggu pemerintah batalin ruu tni sama menerapkan hukuman mati buat koruptor,MirAva_Parker,Sun Mar 30 12:12:58 +0000 2025,"['nunggu', 'pemerintah', 'batalin', 'ruu', 'tni', 'sama', 'menerapkan', 'hukuman', 'mati', 'buat', 'koruptor']",nunggu perintah batalin ruu tni sama terap hukum mati buat koruptor,waiting for the government to cancel the TNI Bill and apply the death penalty for corruptors,Netral,0.0
dibayar berapa kalian penyepong ruu tni kalian suatu akan merasakan kegelapan sama orde baru mereka mendukung kelahiran otoriter kegelapan orde baru,daffatheknight,Sun Mar 30 12:12:54 +0000 2025,"['dibayar', 'berapa', 'kalian', 'penyepong', 'ruu', 'tni', 'kalian', 'suatu', 'akan', 'merasakan', 'kegelapan', 'sama', 'orde', 'baru', 'mereka', 'mendukung', 'kelahiran', 'otoriter', 'kegelapan', 'orde', 'baru']",bayar berapa kalian penyepong ruu tni kalian suatu akan rasa gelap sama orde baru mereka dukung lahir otoriter gelap orde baru,paid how many of you are the tni bill you will feel the darkness of the new order they support the birth of the authoritarian dark order,Positif,0.1621212121212121
masalah nya pemerintah menetidakkan demokrasi tolak ruu kejaksaan cabut uu tni,TeweL0101,Sun Mar 30 12:10:46 +0000 2025,"['masalah', 'nya', 'pemerintah', 'menetidakkan', 'demokrasi', 'tolak', 'ruu', 'kejaksaan', 'cabut', 'uu', 'tni']",masalah nya perintah menetidakkan demokrasi tolak ruu jaksa cabut uu tni,the problem is that the government has the democracy to reject the Prosecutors' Prosecutor's Office of the TNI Law,Netral,0.0
ajg ni temen gw dukung ruu tni trus ngatain gw kurang literasi,gfelisah,Sun Mar 30 12:10:23 +0000 2025,"['ajg', 'ni', 'temen', 'gw', 'dukung', 'ruu', 'tni', 'trus', 'ngatain', 'gw', 'kurang', 'literasi']",ajg ni temen gw dukung ruu tni trus ngatain gw kurang literasi,"This friend, my friend supports the TNI Bill and then says I am less literacy",Negatif,-0.16666666666666666
alhamdulillah gw sih mau childfree bye,shouegaze,Sun Mar 30 12:10:09 +0000 2025,"['alhamdulillah', 'gw', 'sih', 'mau', 'childfree', 'bye']",alhamdulillah gw sih mau childfree bye,"Alhamdulillah, I want Childfree bye",Netral,0.0
woyyy priiiit,vevelynnnn,Sun Mar 30 12:09:43 +0000 2025,"['woyyy', 'priiiit']",woyyy priiiit,woyyy priiiit,Netral,0.0
dikritisi mah elit tentara sama elit politik kalau prajurit mah juga kasihan coba temennya ditanya ruu tni bahas kesejahteraan prajurit menengah kebawah ga kalau sama aja ikut lah protes ngapain sempet merubah uu ga ikut dimasukin,bitter_daddy,Sun Mar 30 12:06:32 +0000 2025,"['dikritisi', 'mah', 'elit', 'tentara', 'sama', 'elit', 'politik', 'kalau', 'prajurit', 'mah', 'juga', 'kasihan', 'coba', 'temennya', 'ditanya', 'ruu', 'tni', 'bahas', 'kesejahteraan', 'prajurit', 'menengah', 'kebawah', 'ga', 'kalau', 'sama', 'aja', 'ikut', 'lah', 'protes', 'ngapain', 'sempet', 'merubah', 'uu', 'ga', 'ikut', 'dimasukin']",kritisi mah elit tentara sama elit politik kalau prajurit mah juga kasihan coba temennya tanya ruu tni bahas sejahtera prajurit tengah bawah ga kalau sama aja ikut lah protes ngapain sempet rubah uu ga ikut dimasukin,"Criticized the army elite and the political elite if the mah soldiers also pity, try his friends asked by the TNI Bill to discuss the welfare of the middle to lower warriors if the same is the same as joining the protest.",Negatif,-0.02
apa ruu tni ruu tni rancangan undangundang memperbarui uu no tahun tni memungkinkan prajurit tni menduduki jabatan publik lembaga,KSMPMI,Sun Mar 30 12:06:29 +0000 2025,"['apa', 'ruu', 'tni', 'ruu', 'tni', 'rancangan', 'undangundang', 'memperbarui', 'uu', 'no', 'tahun', 'tni', 'memungkinkan', 'prajurit', 'tni', 'menduduki', 'jabatan', 'publik', 'lembaga']",apa ruu tni ruu tni rancang undangundang baru uu no tahun tni mungkin prajurit tni duduk jabat publik lembaga,What is the TNI Bill TNI Bill Draft Law on renewing Law No of the TNI Year Allows TNI soldiers to occupy public office institutions,Netral,0.0
jadi keinget ruu tni ni chapternya mircea karna dariagon slayer punya autoritas manapun main nyelonong tempat orang ga minta izin berita tadi pagi,Kimfaza18,Sun Mar 30 12:06:27 +0000 2025,"['jadi', 'keinget', 'ruu', 'tni', 'ni', 'chapternya', 'mircea', 'karna', 'dariagon', 'slayer', 'punya', 'autoritas', 'manapun', 'main', 'nyelonong', 'tempat', 'orang', 'ga', 'minta', 'izin', 'berita', 'tadi', 'pagi']",jadi keinget ruu tni ni chapternya mircea karna dariagon slayer punya autoritas mana main nyelonong tempat orang ga minta izin berita tadi pagi,"So I want the TNI Bill, Mircea's chapter, because DariAgon Slayer has any authority, playing where people don't ask for permission from the news this morning",Netral,0.0
apa sedang terjadi indonesia maret dpr mengesahkan ruu tni melalui perdebatan panjang ruu mencakup perubahan penting terkait struktur fungsi usia pensiun tni memicu reaksi berbagai pihak,KSMPMI,Sun Mar 30 12:06:23 +0000 2025,"['apa', 'sedang', 'terjadi', 'indonesia', 'maret', 'dpr', 'mengesahkan', 'ruu', 'tni', 'melalui', 'perdebatan', 'panjang', 'ruu', 'mencakup', 'perubahan', 'penting', 'terkait', 'struktur', 'fungsi', 'usia', 'pensiun', 'tni', 'memicu', 'reaksi', 'berbagai', 'pihak']",apa sedang jadi indonesia maret dpr kesah ruu tni lalu debat panjang ruu cakup ubah penting kait struktur fungsi usia pensiun tni picu reaksi bagai pihak,what is the happening Indonesia March the DPR to endorse the TNI Bill through the long debate of the bill includes important changes related to the structure of the TNI retirement age function to trigger the reactions of various parties,Positif,0.08750000000000001
batas militer sipil memudar demokrasi jadi taruhannya ruu tni membuka pintu militer berperan ranah sipil ini langkah mundur justru awal era baru,KSMPMI,Sun Mar 30 12:06:21 +0000 2025,"['batas', 'militer', 'sipil', 'memudar', 'demokrasi', 'jadi', 'taruhannya', 'ruu', 'tni', 'membuka', 'pintu', 'militer', 'berperan', 'ranah', 'sipil', 'ini', 'langkah', 'mundur', 'justru', 'awal', 'era', 'baru']",batas militer sipil pudar demokrasi jadi taruh ruu tni buka pintu militer peran ranah sipil ini langkah mundur justru awal era baru,The Civil Military Border Faded Democracy so the stake of the TNI Bill opens the military door to play the role of the civilian domain,Negatif,-0.1
kmrn demo tolak ruu tni tp komen tiktok astagfirulloh memang sdm nya kalik,jinsatokikata,Sun Mar 30 12:05:14 +0000 2025,"['kmrn', 'demo', 'tolak', 'ruu', 'tni', 'tp', 'komen', 'tiktok', 'astagfirulloh', 'memang', 'sdm', 'nya', 'kalik']",kmrn demo tolak ruu tni tp komen tiktok astagfirulloh memang sdm nya kalik,KMRN Demo Refuses TNI Bill but Tiktok Astagfirulloh Comments are indeed HR,Netral,0.0
dukung tambahan tuntutan demo ruu tni kesejahteraan prajurit level rendah,farhan_fevrier,Sun Mar 30 12:04:36 +0000 2025,"['dukung', 'tambahan', 'tuntutan', 'demo', 'ruu', 'tni', 'kesejahteraan', 'prajurit', 'level', 'rendah']",dukung tambah tuntut demo ruu tni sejahtera prajurit level rendah,Support the additional demands of the Demo of the TNI Bill in the welfare of low -level soldiers,Netral,0.0
orang dekat aku surveyor kebetulan kemarin job kurang lebih kuisionernya sama singkat cerita ngobrol trus emang bener adanya responden dominan setuju ruu tni,poomyhk,Sun Mar 30 12:04:13 +0000 2025,"['orang', 'dekat', 'aku', 'surveyor', 'kebetulan', 'kemarin', 'job', 'kurang', 'lebih', 'kuisionernya', 'sama', 'singkat', 'cerita', 'ngobrol', 'trus', 'emang', 'bener', 'adanya', 'responden', 'dominan', 'setuju', 'ruu', 'tni']",orang dekat aku surveyor betul kemarin job kurang lebih kuisionernya sama singkat cerita ngobrol trus emang bener ada responden dominan tuju ruu tni,close people I surveyed coincidence yesterday the job was more or less the questionnaire the same short story chat and then the dominant respondent agreed to the TNI Bill,Positif,0.08333333333333334
udah lama ga pulkam tiba tiba dukung ruu tni,fallinlaufey,Sun Mar 30 12:03:49 +0000 2025,"['udah', 'lama', 'ga', 'pulkam', 'tiba', 'tiba', 'dukung', 'ruu', 'tni']",udah lama ga pulkam tiba tiba dukung ruu tni,It's been a long time since I suddenly supported the TNI Bill,Negatif,-0.025
ruu tni disahkan maret perluas peran tni termasuk cyber defense amp jabatan sipil jadi kontroversi muncul soal supremasi sipil semua fraksi dpr setuju pendukung koalisi prabowogibran lebih disalahkan mayoritas amp latar belakang,grok,Sun Mar 30 12:02:27 +0000 2025,"['ruu', 'tni', 'disahkan', 'maret', 'perluas', 'peran', 'tni', 'termasuk', 'cyber', 'defense', 'amp', 'jabatan', 'sipil', 'jadi', 'kontroversi', 'muncul', 'soal', 'supremasi', 'sipil', 'semua', 'fraksi', 'dpr', 'setuju', 'pendukung', 'koalisi', 'prabowogibran', 'lebih', 'disalahkan', 'mayoritas', 'amp', 'latar', 'belakang']",ruu tni sah maret luas peran tni masuk cyber defense amp jabat sipil jadi kontroversi muncul soal supremasi sipil semua fraksi dpr tuju dukung koalisi prabowogibran lebih salah mayoritas amp latar belakang,"The TNI Bill is passed in March, expanding the role of the TNI including cyber defense amp civil office so the controversy arises about civilian supremacy all DPR factions agree that supporters of the Prabowogibran coalition are more blamed for the majority of the background",Positif,0.5
kalangan pendukung ruu tni kalangan diuntungkan langsung adanya ruu buzzer penjilat pemerintah udah dibelenggu kemiskinan kebodohan jadinya aja disuruh dukung yang ga ngerti asal dapet imbalan,atheon24,Sun Mar 30 12:02:16 +0000 2025,"['kalangan', 'pendukung', 'ruu', 'tni', 'kalangan', 'diuntungkan', 'langsung', 'adanya', 'ruu', 'buzzer', 'penjilat', 'pemerintah', 'udah', 'dibelenggu', 'kemiskinan', 'kebodohan', 'jadinya', 'aja', 'disuruh', 'dukung', 'yang', 'ga', 'ngerti', 'asal', 'dapet', 'imbalan']",kalang dukung ruu tni kalang untung langsung ada ruu buzzer jilat perintah udah belenggu miskin bodoh jadi aja suruh dukung yang ga ngerti asal dapet imbal,The supporters of the TNI Bill the circle benefit directly the existence of the Government's Buzzer Bill the Government has been shackled poverty.,Positif,0.1
kompas tv media pemerintah mengalihkan isu ruu tni soal nya publik paling demen sama berita piblik figur selingkuh,aramualam,Sun Mar 30 12:01:15 +0000 2025,"['kompas', 'tv', 'media', 'pemerintah', 'mengalihkan', 'isu', 'ruu', 'tni', 'soal', 'nya', 'publik', 'paling', 'demen', 'sama', 'berita', 'piblik', 'figur', 'selingkuh']",kompas tv media perintah alih isu ruu tni soal nya publik paling demen sama berita piblik figur selingkuh,KOMPAS TV Government Media diverted the issue of the TNI Bill about the most public with the news of Piblik Figur Cheating,Positif,0.25
dukung mahasiswa amp masyarakat kritis suarakan demokrasi tengah revisi uu tni amp ruu polri ditakutkan ancam kebebasan media indonesia hadapi pembatasan uu ite amp ancaman jurnalis hambat liputan aksi protes tunjukkan keresahan supremasi militer,grok,Sun Mar 30 11:59:40 +0000 2025,"['dukung', 'mahasiswa', 'amp', 'masyarakat', 'kritis', 'suarakan', 'demokrasi', 'tengah', 'revisi', 'uu', 'tni', 'amp', 'ruu', 'polri', 'ditakutkan', 'ancam', 'kebebasan', 'media', 'indonesia', 'hadapi', 'pembatasan', 'uu', 'ite', 'amp', 'ancaman', 'jurnalis', 'hambat', 'liputan', 'aksi', 'protes', 'tunjukkan', 'keresahan', 'supremasi', 'militer']",dukung mahasiswa amp masyarakat kritis suara demokrasi tengah revisi uu tni amp ruu polri takut ancam bebas media indonesia hadap batas uu ite amp ancam jurnalis hambat liput aksi protes tunjuk resah supremasi militer,"Supports AMP Society Students, Critical Society, Revise Democracy, Revised TNI Law AMP Polri Bill, it is feared to threaten the freedom of Media Indonesia to face restrictions on the ITE AMA Law threat of journalist inhibiting protest.",Netral,0.0
